subscriber_id,churn_score,clv_predicted,uplift_score,segment
JIO10043977,0.03865445166557676,3021.8138336608476,0.0044465065,Sure thing / Lost cause
JIO10015575,0.033255794809928976,1583.0976213969961,0.0014138222,Sure thing / Lost cause
JIO10061917,0.06986581973364753,2704.013315883921,0.0016746521,Sure thing / Lost cause
JIO10012577,0.3759587895719217,2819.0258065176517,0.024329066,Sure thing / Lost cause
JIO10049493,0.6077753286457951,2017.6839293285338,0.017588258,Sure thing / Lost cause
JIO10014473,0.23123116757548437,2415.3929444848786,0.0029588938,Sure thing / Lost cause
JIO10059336,0.4257716429643224,2258.519671129877,-0.008586109,Sure thing / Lost cause
JIO10031230,0.2787015496934483,3174.9728216837175,0.18345237,Persuadable
JIO10034151,0.0010924292598947969,4054.54273996656,2.7418137e-06,Sure thing / Lost cause
JIO10044095,0.11903437872477084,2486.6642477780993,0.0024667382,Sure thing / Lost cause
JIO10033826,0.0111060506235599,4816.575896538828,-8.3208084e-05,Sure thing / Lost cause
JIO10052453,0.44514603956655074,2585.8907174844408,0.027300537,Sure thing / Lost cause
JIO10048720,0.007046487762745295,2675.1491509466564,-0.00014215708,Sure thing / Lost cause
JIO10037144,0.03587856279110412,2263.425700912923,0.00018715858,Sure thing / Lost cause
JIO10015705,0.9808052856877736,1358.6730138852558,-0.61858124,Sleeping dog (do not disturb)
JIO10000685,0.17509415908370668,3167.290187122204,0.0052817464,Sure thing / Lost cause
JIO10021702,0.3482318327301222,1486.391816471221,0.057215214,Persuadable
JIO10064687,0.8694156264428252,3278.004103719599,-0.17393458,Sleeping dog (do not disturb)
JIO10054919,0.006828843999019087,2217.5059468617633,0.00046765804,Sure thing / Lost cause
JIO10059523,0.06915932032485435,1301.2569637398244,0.013050795,Sure thing / Lost cause
JIO10061022,0.03730135779575633,1445.922852238494,0.00017338991,Sure thing / Lost cause
JIO10039921,0.3784827937587555,1488.0680442164803,0.22736013,Persuadable
JIO10051923,0.014802864638109777,1305.9597062936916,0.0015355349,Sure thing / Lost cause
JIO10039815,0.4348967137332929,1565.6316609119974,-0.00093203783,Sure thing / Lost cause
JIO10063736,0.0017109202565980764,3783.5458856423634,-1.5735626e-05,Sure thing / Lost cause
JIO10011133,0.023924784857525718,1927.538521914291,-0.00050485134,Sure thing / Lost cause
JIO10031040,0.0009945317984716548,4955.055631835789,-5.2928925e-05,Sure thing / Lost cause
JIO10056043,0.1030215965798564,2294.72028602434,0.01019156,Sure thing / Lost cause
JIO10002309,0.22262852384527487,2961.3373302040322,0.004449606,Sure thing / Lost cause
JIO10020680,0.24472086532321327,2408.9430764845265,-0.013352156,Sure thing / Lost cause
JIO10040983,0.019391504138792173,3330.625592182865,0.00067931414,Sure thing / Lost cause
JIO10060480,0.9669785295762822,1282.7242467470946,-0.024711378,Sleeping dog (do not disturb)
JIO10046806,0.0725339855873603,2277.402942025751,0.0010747313,Sure thing / Lost cause
JIO10013160,0.09230190388237908,1355.5447256696052,-0.00073456764,Sure thing / Lost cause
JIO10032129,0.10496664190268701,1191.863039067117,0.0027778745,Sure thing / Lost cause
JIO10063148,0.5366027923522451,2564.775773098249,-0.032287836,Sleeping dog (do not disturb)
JIO10023930,0.8667467694282094,1173.708407776006,-0.6615581,Sleeping dog (do not disturb)
JIO10063036,0.09322068261452333,1883.438823683227,0.0037932992,Sure thing / Lost cause
JIO10040819,0.1800621053001851,1410.8860652067212,0.04208976,Sure thing / Lost cause
JIO10051651,0.023807932020060246,2746.6221278393655,0.00025975704,Sure thing / Lost cause
JIO10000815,0.078673087203906,2547.7074654828266,0.0015875101,Sure thing / Lost cause
JIO10001054,0.23740816355638314,2067.929593296361,0.028198063,Sure thing / Lost cause
JIO10051137,0.00845261248078543,8132.603262574356,0.00018137693,Sure thing / Lost cause
JIO10009027,0.025384814480802664,1724.362223801013,0.003875494,Sure thing / Lost cause
JIO10062855,0.0026826251139165026,4043.8761300094634,-0.00047379732,Sure thing / Lost cause
JIO10052296,0.2581035201494429,2968.8642330482594,0.008067846,Sure thing / Lost cause
JIO10039905,0.3802269947898051,1996.4303306722009,0.027737916,Sure thing / Lost cause
JIO10049617,0.029613946755492664,2830.263558294052,0.002726078,Sure thing / Lost cause
JIO10005621,0.9802435202128732,1902.2857237594947,0.27373612,Persuadable
JIO10039420,0.009436249549803623,2693.3196135977346,0.00014269352,Sure thing / Lost cause
JIO10006427,0.26499263727365013,1710.521666429513,-0.0053227544,Sure thing / Lost cause
JIO10051639,0.1192501682182128,3067.2504837971037,0.015531659,Sure thing / Lost cause
JIO10000418,0.2280112230920779,1731.900525570336,0.016988337,Sure thing / Lost cause
JIO10031531,4.277825299247016e-05,3881.918617588738,-6.902218e-05,Sure thing / Lost cause
JIO10056881,0.00649111958119794,2595.4241303101935,0.00029671192,Sure thing / Lost cause
JIO10060317,0.05557151354291525,3341.05362524853,0.0014922619,Sure thing / Lost cause
JIO10017583,0.019356758137827657,3908.7005978633442,0.0033444762,Sure thing / Lost cause
JIO10019924,0.2849404145807577,1871.4380557581324,0.009476125,Sure thing / Lost cause
JIO10000607,0.01664476528324956,1982.2295991599947,0.0012517571,Sure thing / Lost cause
JIO10040725,0.056242063398456575,2910.956938788694,0.001316011,Sure thing / Lost cause
JIO10062331,0.1127672250523938,1683.4154967493441,0.002115965,Sure thing / Lost cause
JIO10046601,0.11596277385726889,3242.3147009420572,0.008408964,Sure thing / Lost cause
JIO10013500,0.6724611074209911,2501.051683336754,-0.010378718,Sure thing / Lost cause
JIO10024605,0.37054064860977115,2339.0050645658016,-0.00748837,Sure thing / Lost cause
JIO10026487,0.11749144562989208,2162.0472047489075,0.0016641021,Sure thing / Lost cause
JIO10046872,0.06545856873185926,2618.6839949692626,-0.00023007393,Sure thing / Lost cause
JIO10050979,0.05043456237363131,3327.549019315495,0.0018734336,Sure thing / Lost cause
JIO10022409,0.16958028040901552,1697.9151180461056,0.002028823,Sure thing / Lost cause
JIO10047728,0.07101950976055282,2740.601557983609,0.0004761815,Sure thing / Lost cause
JIO10057835,0.028969021183795796,3774.1103644068603,-0.002113402,Sure thing / Lost cause
JIO10001366,0.6209334364972463,1848.834757896969,-0.005270958,Sure thing / Lost cause
JIO10029596,0.28190475141233534,1206.3328877093172,0.012231052,Sure thing / Lost cause
JIO10057219,0.07690041494109218,3588.050246330068,0.0034464598,Sure thing / Lost cause
JIO10017625,0.01296571745155913,2763.10193141924,0.00045377016,Sure thing / Lost cause
JIO10057265,0.08777352132508026,2890.4660685703366,0.0016594529,Sure thing / Lost cause
JIO10058078,0.05287712250964154,2347.3651986147643,0.0012437701,Sure thing / Lost cause
JIO10049048,0.22736639143200435,2146.7046714287217,0.00056511164,Sure thing / Lost cause
JIO10031997,0.7668880515335263,1244.33576997784,0.05257523,Persuadable
JIO10029655,0.016469371710341026,4096.635158734973,-2.169609e-05,Sure thing / Lost cause
JIO10011174,0.06405597658613747,2575.741987156945,0.007576108,Sure thing / Lost cause
JIO10044297,0.18577855510259111,1774.2635304603202,0.0029203892,Sure thing / Lost cause
JIO10045930,0.783911477244491,2346.0608947650985,0.047557294,Sure thing / Lost cause
JIO10016061,0.03958304418721855,2640.366051216557,0.0006335974,Sure thing / Lost cause
JIO10010830,0.18656828167946574,3299.35360037794,0.02357763,Sure thing / Lost cause
JIO10002129,0.21916432027915025,2559.3575049081187,0.011182785,Sure thing / Lost cause
JIO10064536,0.0033933489411744483,2396.797171106582,5.9604645e-06,Sure thing / Lost cause
JIO10012958,0.039796873973655736,2062.223399061629,-0.0009557009,Sure thing / Lost cause
JIO10030486,0.26253362179377704,2334.3541653525963,0.027144372,Sure thing / Lost cause
JIO10024389,0.0324489557893934,3079.646326501395,0.0021749139,Sure thing / Lost cause
JIO10055692,0.07332795727950372,3267.690567266029,0.0041546226,Sure thing / Lost cause
JIO10043090,0.15190828936474993,3398.4737257556017,0.0010197163,Sure thing / Lost cause
JIO10012789,0.008595743930876271,1895.1060611296807,-0.0005841255,Sure thing / Lost cause
JIO10046855,0.013138216837310607,3321.1680895123673,0.00014007092,Sure thing / Lost cause
JIO10041916,0.5882202841826264,1306.6887751671504,0.08966583,Persuadable
JIO10008471,0.822563476368134,1913.974502043261,-0.030378997,Sleeping dog (do not disturb)
JIO10034970,0.003599321456670585,5388.402746366826,-2.5987625e-05,Sure thing / Lost cause
JIO10008341,0.9651122581863263,2345.886020684595,-0.3127874,Sleeping dog (do not disturb)
JIO10009062,0.015803305246684017,4482.76291391526,0.0005270839,Sure thing / Lost cause
JIO10063894,0.030867313681236807,2514.8132406561044,-7.557869e-05,Sure thing / Lost cause
JIO10007443,0.3342188321934328,4014.1523677665127,0.025867581,Sure thing / Lost cause
JIO10025306,0.20297367404415806,2667.3703838148,0.0037761927,Sure thing / Lost cause
JIO10002791,0.10580065079011372,3571.405782488355,-0.0008032918,Sure thing / Lost cause
JIO10051337,0.12424950143997066,1665.2889809898927,0.0011248589,Sure thing / Lost cause
JIO10025054,0.057882502736125434,3990.221429283408,0.00032061338,Sure thing / Lost cause
JIO10030818,0.015569223428281645,3683.478170923635,0.00039076805,Sure thing / Lost cause
JIO10039884,0.17460963099397106,2064.2034151289154,-0.0015466809,Sure thing / Lost cause
JIO10058714,0.12744884200990542,1621.1744916718976,0.0044647455,Sure thing / Lost cause
JIO10029852,0.6326035944407457,1372.1776173342732,-0.081249475,Sleeping dog (do not disturb)
JIO10044555,0.010398165151551562,3575.191934184401,-6.175041e-05,Sure thing / Lost cause
JIO10055020,0.2523251771681547,3407.4696656896144,0.059989452,Persuadable
JIO10055563,0.023211605818196597,3316.2395202001157,-0.0067854524,Sure thing / Lost cause
JIO10061744,0.24280429614259524,2601.49683570329,0.0025607944,Sure thing / Lost cause
JIO10062427,0.14036642126219395,1217.6187660792186,0.062604785,Persuadable
JIO10051823,0.16569632822381547,2258.9166936706056,0.0056325793,Sure thing / Lost cause
JIO10023771,0.9452650860207558,2046.1657864174988,-0.33633187,Sleeping dog (do not disturb)
JIO10013709,0.3180747391835845,1318.9148155985476,0.6623006,Persuadable
JIO10030650,0.13212566320381428,3000.1394930743636,0.00077432394,Sure thing / Lost cause
JIO10040229,0.7217086053339684,1197.9055415789487,-0.03134942,Sleeping dog (do not disturb)
JIO10011915,0.32803885250126963,2623.4454707268487,0.020668268,Sure thing / Lost cause
JIO10027910,0.02581862922314663,3002.2918974252893,-0.000277102,Sure thing / Lost cause
JIO10039827,0.1754093783638755,3676.6562223284964,-0.034918427,Sleeping dog (do not disturb)
JIO10044600,0.7662764752275948,1684.1430308456877,0.13016999,Persuadable
JIO10052835,0.04054683115524895,2493.751023785164,-0.0011364222,Sure thing / Lost cause
JIO10002629,0.33737968864870294,1985.210683675137,-0.0012421608,Sure thing / Lost cause
JIO10035443,0.27999472976862644,2923.8040590553624,0.006953299,Sure thing / Lost cause
JIO10045780,0.12490333946538215,1357.6762844750078,0.0032209754,Sure thing / Lost cause
JIO10027764,0.09730458561656,1361.2950304312194,-9.88245e-05,Sure thing / Lost cause
JIO10005120,0.023780133759530395,3478.0403632741486,0.0001925826,Sure thing / Lost cause
JIO10058031,0.2957358234412192,3935.305510663724,0.0022670627,Sure thing / Lost cause
JIO10059096,0.04375200795546383,2234.130466561089,0.0012764335,Sure thing / Lost cause
JIO10059048,0.007819396759307217,2731.141588962613,-1.3947487e-05,Sure thing / Lost cause
JIO10018837,0.0355341071729822,1282.2347718466751,-0.00036007166,Sure thing / Lost cause
JIO10056422,0.5664085494199059,2254.3469169007544,0.18112433,Persuadable
JIO10046022,0.028632204063129753,2966.120971030007,-7.337332e-05,Sure thing / Lost cause
JIO10008830,0.021871204150424765,2141.8162488878256,9.0777874e-05,Sure thing / Lost cause
JIO10051502,0.35477318087152565,1897.7941452895736,0.0050917864,Sure thing / Lost cause
JIO10016473,0.19073399553182865,1766.8233233605906,0.019455314,Sure thing / Lost cause
JIO10056892,0.06844158022000851,1687.6565004662757,0.0007107854,Sure thing / Lost cause
JIO10033453,0.14226785460379573,2134.6432153414203,0.0060733557,Sure thing / Lost cause
JIO10049647,0.054033783938572194,3676.098066702259,0.0014457107,Sure thing / Lost cause
JIO10033490,0.27176245537671767,3611.6687443906044,0.0039277673,Sure thing / Lost cause
JIO10015565,0.0039022564406618423,3221.4050137842387,1.1444092e-05,Sure thing / Lost cause
JIO10051782,0.0026491016042348397,5030.69691628324,0.0036024451,Sure thing / Lost cause
JIO10063155,0.6876382854044832,2193.093174264033,0.028467357,Sure thing / Lost cause
JIO10001739,0.9289802848500393,1723.0046823066932,0.08559269,Persuadable
JIO10057681,0.03090839431137993,2473.801898698425,-0.00013250113,Sure thing / Lost cause
JIO10061165,0.6518215990849868,1409.8367551355902,0.07460934,Persuadable
JIO10036889,0.0971051607023263,1583.4243776245546,0.001986742,Sure thing / Lost cause
JIO10045661,0.04621823590755827,2195.353144323465,0.0016215444,Sure thing / Lost cause
JIO10053730,0.060544013082154964,4093.8857461498396,0.002440989,Sure thing / Lost cause
JIO10048038,0.07872777071223926,3164.3892165270213,0.00033152103,Sure thing / Lost cause
JIO10050691,0.42270297698016873,1186.8817051624078,0.021686673,Sure thing / Lost cause
JIO10031501,0.5956714599229782,1504.812911885938,-0.03374797,Sleeping dog (do not disturb)
JIO10011953,0.04346327380930017,2453.5527180130657,0.0015744567,Sure thing / Lost cause
JIO10055440,0.005000952711270713,3546.237474869113,0.00017672777,Sure thing / Lost cause
JIO10033337,0.012425863473234055,4319.868802276291,7.9512596e-05,Sure thing / Lost cause
JIO10011603,0.018172198347125964,4223.13189949957,0.0045329332,Sure thing / Lost cause
JIO10051449,0.007811644403934417,3879.904387287041,-7.402897e-05,Sure thing / Lost cause
JIO10050813,0.15177981228198315,3060.737898445533,0.001540482,Sure thing / Lost cause
JIO10025129,0.006719948973754041,1360.1157609480865,0.0015379786,Sure thing / Lost cause
JIO10056609,0.026355448740960855,3616.2285947144087,0.0009691119,Sure thing / Lost cause
JIO10057959,0.011095927207359791,4217.299797501705,8.3744526e-05,Sure thing / Lost cause
JIO10036566,0.04123379539365002,1998.5862227387584,0.017757356,Sure thing / Lost cause
JIO10032531,0.029056675908519455,2777.727878292492,0.0009148121,Sure thing / Lost cause
JIO10002349,0.08911659126488225,2984.0646104462985,0.00062304735,Sure thing / Lost cause
JIO10040844,0.0035332250736259934,3379.0861219370513,-0.000184834,Sure thing / Lost cause
JIO10022955,0.00047098122032139485,3850.192280439493,-1.9311905e-05,Sure thing / Lost cause
JIO10020962,0.22188832347406773,2127.364924450107,-0.0005005598,Sure thing / Lost cause
JIO10021012,0.0015246344839162484,3671.484112445645,0.00010180473,Sure thing / Lost cause
JIO10027564,0.3342979804617793,2138.2634349728874,0.0060029626,Sure thing / Lost cause
JIO10039106,0.04753241429473016,3545.452970799397,0.0013696551,Sure thing / Lost cause
JIO10030215,0.12261236105868598,1999.0810210217667,5.5253506e-05,Sure thing / Lost cause
JIO10026374,0.09033685198351697,2125.2182259246965,-0.0011714697,Sure thing / Lost cause
JIO10029809,0.0019685378185638975,5428.049963655002,1.2040138e-05,Sure thing / Lost cause
JIO10004438,0.1098626554390009,1838.3465803309166,0.0008494854,Sure thing / Lost cause
JIO10048350,0.8526776230306794,2976.589782490291,0.057325542,Persuadable
JIO10022902,0.6386363569407181,1454.0586128487682,-0.035289705,Sleeping dog (do not disturb)
JIO10008580,0.023689157393361887,2389.612814602032,0.00017005205,Sure thing / Lost cause
JIO10014186,0.09972201746696185,4514.986225828543,0.04296571,Sure thing / Lost cause
JIO10028437,0.02330777863371472,3006.0505517375773,0.00040119886,Sure thing / Lost cause
JIO10052414,0.0416912302024614,3383.961643174895,9.715557e-05,Sure thing / Lost cause
JIO10008457,0.017644980095709684,3068.042004230236,0.0009396672,Sure thing / Lost cause
JIO10014800,0.8040993684157174,1903.7319987054216,-0.16931921,Sleeping dog (do not disturb)
JIO10042579,0.8618723639032755,1798.1878301635656,0.7418028,Persuadable
JIO10014768,0.09081045886555342,1869.688484502812,-0.0017274022,Sure thing / Lost cause
JIO10052647,0.18895634526648158,2557.1715078291563,0.010191143,Sure thing / Lost cause
JIO10030146,0.960679479174735,2618.2159493676254,-0.07482519,Sleeping dog (do not disturb)
JIO10015492,0.3580555186853333,2635.551120797755,0.035851598,Sure thing / Lost cause
JIO10006270,0.24342347099441744,1253.0561708350363,0.0106294155,Sure thing / Lost cause
JIO10051230,0.40911435934459656,2621.4209830539003,0.049073696,Sure thing / Lost cause
JIO10048692,0.007872309883960168,2603.1761413927643,0.00086045265,Sure thing / Lost cause
JIO10054769,0.08228060916360584,1646.0336093773121,0.001598537,Sure thing / Lost cause
JIO10050119,0.004688831069257844,3322.1560881420087,7.414818e-05,Sure thing / Lost cause
JIO10036877,0.4913218963231239,1876.6346232836956,-0.043176413,Sleeping dog (do not disturb)
JIO10000666,0.1048646832846231,2859.877354233705,7.2062016e-05,Sure thing / Lost cause
JIO10028571,0.02746194148301117,4611.312303006352,-0.001961708,Sure thing / Lost cause
JIO10035795,0.08237491081290552,2454.5781926843515,0.00017362833,Sure thing / Lost cause
JIO10046324,0.0576062570343146,1178.2244170837453,0.008221209,Sure thing / Lost cause
JIO10051524,0.06419603596223697,1976.510880486752,-0.00038456917,Sure thing / Lost cause
JIO10023717,0.19159189980722832,2533.7510219802234,0.01794064,Sure thing / Lost cause
JIO10007272,0.058644055320137084,2918.9756326320053,0.00038063526,Sure thing / Lost cause
JIO10009556,0.181129456539164,2428.399834813864,0.005348861,Sure thing / Lost cause
JIO10038137,0.031565738293173426,4251.21747342719,-0.0021679997,Sure thing / Lost cause
JIO10011040,0.09094391806655147,1170.433429286397,0.0057706833,Sure thing / Lost cause
JIO10053792,0.09352503711534237,3039.2051320642145,0.000109136105,Sure thing / Lost cause
JIO10042863,0.9583647593093861,1979.1353128266373,0.74720705,Persuadable
JIO10058804,0.8808895590192132,1242.890031418239,-0.3698098,Sleeping dog (do not disturb)
JIO10032566,0.041810971228643315,4593.358504103396,-0.00013136864,Sure thing / Lost cause
JIO10057825,0.3728354657208872,1355.2445397402535,-0.019464552,Sure thing / Lost cause
JIO10012987,0.036537874941759245,2563.9428533526066,0.0011435151,Sure thing / Lost cause
JIO10027721,0.2612946481589102,2460.3351074576512,0.008145034,Sure thing / Lost cause
JIO10009298,0.08308118111767197,2209.139819658995,0.002470851,Sure thing / Lost cause
JIO10015566,0.19829138305219327,1516.1839071852842,-0.0002937913,Sure thing / Lost cause
JIO10055315,0.0724444247050121,3812.7660171849475,0.0005584359,Sure thing / Lost cause
JIO10002721,0.10553690718583442,3283.161182551942,0.012709975,Sure thing / Lost cause
JIO10020840,0.011317368373497574,3547.1737745179603,0.00027555227,Sure thing / Lost cause
JIO10063035,0.023003190545862237,3681.628624685884,0.0013091564,Sure thing / Lost cause
JIO10061255,0.04197659712943854,3119.642427147505,0.00050377846,Sure thing / Lost cause
JIO10029749,0.5541830245870915,1598.0930297105115,0.058155596,Persuadable
JIO10004008,0.21230543056989032,2470.90036107286,-0.0016431808,Sure thing / Lost cause
JIO10049890,0.012298473834191768,1827.58445881732,9.417534e-06,Sure thing / Lost cause
JIO10042957,0.030398598001460907,1743.229508607829,-0.0062797666,Sure thing / Lost cause
JIO10058848,0.08781004798326894,1491.3738243475154,0.001798749,Sure thing / Lost cause
JIO10061095,0.0016098034503761178,4886.285626568901,-2.9802322e-06,Sure thing / Lost cause
JIO10013871,0.19500922014171132,1291.4134434925543,0.010038555,Sure thing / Lost cause
JIO10058131,0.23063997836423597,2526.3199114761637,0.006363392,Sure thing / Lost cause
JIO10038875,0.9379442935987565,1543.756077632949,-0.4062819,Sleeping dog (do not disturb)
JIO10060872,0.7874434515759515,2595.0261416381945,0.009889305,Sure thing / Lost cause
JIO10064419,0.07065228219140134,3040.4733507680407,-0.01624775,Sure thing / Lost cause
JIO10060859,0.028990594025910428,2887.4861528400284,0.00010788441,Sure thing / Lost cause
JIO10002167,0.13383068598706718,2157.8252091098548,0.0020284653,Sure thing / Lost cause
JIO10014164,0.23805037461587486,2251.7093864178446,0.0014599562,Sure thing / Lost cause
JIO10048601,0.030177972686840526,4947.568353909449,0.0009358525,Sure thing / Lost cause
JIO10031294,0.7148887285760923,2330.3820453973267,0.15874165,Persuadable
JIO10043179,0.13676496011376305,2147.9349605562334,-0.00048708916,Sure thing / Lost cause
JIO10057861,0.12302240257801499,1657.9835063645473,-0.00059866905,Sure thing / Lost cause
JIO10058653,0.3233877626039402,2595.719502425158,0.006126404,Sure thing / Lost cause
JIO10058173,0.14178714326533148,3966.1176996850454,-0.7554618,Sleeping dog (do not disturb)
JIO10015598,0.04900339662170976,2153.789941703433,0.0025218725,Sure thing / Lost cause
JIO10058898,0.41872390527843645,1233.8848753719765,0.08056241,Persuadable
JIO10019774,0.41024168541780015,1486.2496194538812,-0.690701,Sleeping dog (do not disturb)
JIO10017485,0.035846458252853604,2384.30653181646,0.0004772544,Sure thing / Lost cause
JIO10050985,0.03144910841409689,2134.6004473404696,0.0015122294,Sure thing / Lost cause
JIO10010816,0.6959793005370936,2067.4549723860055,0.06647009,Persuadable
JIO10020408,0.013301714460810457,2223.819006063022,-2.8312206e-05,Sure thing / Lost cause
JIO10034310,0.04621521887161183,2658.386149753409,0.007409036,Sure thing / Lost cause
JIO10022410,0.4854465610142594,2374.2632396894664,0.23314255,Persuadable
JIO10040422,0.7582152417485268,3795.412954036733,-0.47783434,Sleeping dog (do not disturb)
JIO10052961,0.2884278717462869,1205.9290635769596,0.0064308047,Sure thing / Lost cause
JIO10058639,0.0399768935214299,1624.416435554757,0.0006726384,Sure thing / Lost cause
JIO10014577,0.10293734969504842,3864.1240338160146,-7.1525574e-07,Sure thing / Lost cause
JIO10050857,0.9704372246001752,1147.696761008329,0.121086456,Persuadable
JIO10037725,0.0019508629851116483,3182.44579976171,0.00010514259,Sure thing / Lost cause
JIO10052729,0.25023035519186876,1196.814981740773,-0.023661017,Sleeping dog (do not disturb)
JIO10042545,0.009710505122480506,2897.146605798298,-0.0046613216,Sure thing / Lost cause
