customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_code,customer_segment
2328.0,5,100,14430.310000000003,4,4,5,445,Champions
4495.0,48,112,14428.379999999992,1,5,5,155,"At Risk"
3435.0,15,102,14422.500000000002,3,5,5,355,Loyal
2147.0,0,105,14422.24,5,5,5,555,Champions
1996.0,12,96,14421.880000000003,3,4,5,345,Loyal
2149.0,20,97,14421.21,3,4,5,345,Loyal
3564.0,71,105,14417.249999999993,1,5,5,155,"At Risk"
1372.0,25,108,14414.179999999995,2,5,5,255,"At Risk"
590.0,25,96,14411.05,2,3,5,235,"At Risk"
2432.0,24,89,14408.650000000009,2,2,5,225,Lost
3560.0,6,112,14407.779999999997,4,5,5,455,Champions
2261.0,29,107,14404.509999999998,2,5,5,255,"At Risk"
1914.0,9,104,14398.51,4,5,5,455,Champions
356.0,7,107,14396.779999999995,4,5,5,455,Champions
1037.0,2,103,14396.420000000002,5,5,5,555,Champions
1948.0,28,93,14396.079999999996,2,3,5,235,"At Risk"
1348.0,9,121,14395.289999999997,4,5,5,455,Champions
1223.0,57,87,14385.470000000001,1,2,5,125,Lost
1333.0,3,115,14382.84,5,5,5,555,Champions
4308.0,35,103,14372.000000000004,2,5,5,255,"At Risk"
2015.0,32,93,14371.409999999994,2,3,5,235,"At Risk"
1387.0,2,110,14369.45,5,5,5,555,Champions
1982.0,17,100,14363.579999999993,3,4,5,345,Loyal
2437.0,34,98,14357.529999999999,2,4,5,245,"At Risk"
1090.0,11,113,14355.430000000002,3,5,5,355,Loyal
1843.0,4,99,14350.940000000004,5,4,5,545,Champions
3385.0,36,121,14348.92,2,5,5,255,"At Risk"
1692.0,2,80,14343.47,5,1,5,515,Others
4968.0,0,104,14340.710000000005,5,5,5,555,Champions
1825.0,8,98,14330.979999999994,4,4,5,445,Champions
3913.0,4,96,14327.21,5,4,5,545,Champions
1728.0,6,91,14323.700000000003,4,3,5,435,Others
448.0,27,109,14323.099999999995,2,5,5,255,"At Risk"
265.0,23,99,14322.810000000007,2,4,5,245,"At Risk"
1619.0,33,96,14321.879999999996,2,3,5,235,"At Risk"
1477.0,16,107,14320.72,3,5,5,355,Loyal
878.0,6,108,14317.219999999998,4,5,5,455,Champions
516.0,9,104,14313.880000000003,4,5,5,455,Champions
3337.0,32,119,14311.029999999997,2,5,5,255,"At Risk"
3362.0,18,110,14304.119999999994,3,5,5,355,Loyal
1730.0,2,99,14296.25,5,4,5,545,Champions
2927.0,88,80,14292.56,1,1,5,115,Lost
1538.0,26,106,14291.159999999993,2,5,5,255,"At Risk"
1115.0,46,112,14290.390000000001,1,5,5,155,"At Risk"
3535.0,12,118,14288.979999999996,3,5,5,355,Loyal
1748.0,42,99,14288.74,1,4,5,145,"At Risk"
229.0,32,103,14283.620000000003,2,5,5,255,"At Risk"
2342.0,3,106,14281.75,5,5,5,555,Champions
4450.0,43,100,14264.200000000006,1,4,5,145,"At Risk"
4343.0,38,88,14256.430000000002,2,2,5,225,Lost
1883.0,3,112,14250.919999999993,5,5,5,555,Champions
142.0,44,103,14249.77,1,5,5,155,"At Risk"
2350.0,64,111,14245.539999999995,1,5,5,155,"At Risk"
2076.0,19,103,14237.700000000004,3,5,5,355,Loyal
3184.0,3,96,14234.330000000004,5,4,5,545,Champions
4731.0,3,97,14233.539999999999,5,4,5,545,Champions
828.0,32,97,14228.109999999995,2,4,5,245,"At Risk"
3331.0,9,91,14227.87999999999,4,3,5,435,Others
2324.0,4,98,14218.539999999995,5,4,5,545,Champions
1752.0,39,105,14209.88,1,5,5,155,"At Risk"
2783.0,8,101,14196.499999999995,4,4,5,445,Champions
366.0,35,95,14195.339999999997,2,3,5,235,"At Risk"
586.0,7,106,14189.209999999994,4,5,5,455,Champions
3043.0,12,105,14188.310000000001,3,5,5,355,Loyal
4212.0,15,93,14184.32,3,3,5,335,Others
2900.0,18,103,14183.75,3,5,5,355,Loyal
2252.0,5,92,14183.559999999996,4,3,5,435,Others
1604.0,9,106,14179.650000000001,4,5,5,455,Champions
2744.0,21,92,14178.850000000004,3,3,5,335,Others
357.0,29,98,14175.619999999997,2,4,5,245,"At Risk"
795.0,49,100,14171.349999999999,1,4,5,145,"At Risk"
3495.0,30,95,14159.259999999993,2,3,5,235,"At Risk"
3579.0,15,114,14156.519999999995,3,5,5,355,Loyal
3614.0,19,110,14155.939999999999,3,5,5,355,Loyal
2359.0,16,94,14149.499999999993,3,3,5,335,Others
2163.0,2,109,14145.41,5,5,5,555,Champions
3688.0,8,114,14144.599999999995,4,5,5,455,Champions
3402.0,27,101,14142.939999999995,2,4,5,245,"At Risk"
4911.0,5,98,14139.610000000006,4,4,5,445,Champions
2930.0,6,99,14138.48,4,4,5,445,Champions
946.0,76,94,14136.52,1,3,5,135,"At Risk"
1431.0,1,98,14132.3,5,4,5,545,Champions
3801.0,1,94,14129.000000000004,5,3,5,535,Others
2290.0,6,111,14124.390000000003,4,5,5,455,Champions
4572.0,13,111,14123.260000000004,3,5,5,355,Loyal
1061.0,15,97,14119.300000000001,3,4,5,345,Loyal
3294.0,5,109,14116.529999999999,4,5,5,455,Champions
2919.0,56,94,14109.919999999998,1,3,5,135,"At Risk"
2030.0,4,100,14106.4,5,4,5,545,Champions
4959.0,0,93,14101.769999999995,5,3,5,535,Others
4088.0,32,92,14097.989999999996,2,3,5,235,"At Risk"
3506.0,8,99,14095.780000000002,4,4,5,445,Champions
2512.0,12,95,14084.090000000002,3,3,5,335,Others
4017.0,4,105,14082.450000000004,5,5,5,555,Champions
2812.0,16,97,14077.779999999999,3,4,5,345,Loyal
4398.0,15,101,14068.829999999998,3,4,5,345,Loyal
1143.0,5,90,14066.669999999996,4,2,5,425,Others
4811.0,34,89,14064.959999999994,2,2,5,225,Lost
3209.0,22,89,14063.009999999997,3,2,5,325,Others
4360.0,1,102,14056.110000000002,5,5,5,555,Champions
3407.0,58,96,14051.67,1,3,5,135,"At Risk"
1789.0,8,97,14044.86,4,4,5,445,Champions
492.0,12,95,14044.659999999998,3,3,5,335,Others
3288.0,24,100,14026.899999999996,2,4,5,245,"At Risk"
2170.0,1,108,14025.509999999997,5,5,5,555,Champions
1393.0,27,104,14018.569999999996,2,5,5,255,"At Risk"
4239.0,36,120,14012.729999999998,2,5,5,255,"At Risk"
1039.0,2,124,14009.079999999989,5,5,5,555,Champions
1957.0,8,103,14007.499999999995,4,5,5,455,Champions
713.0,3,90,14003.15,5,2,5,525,Others
2774.0,37,96,13999.249999999996,2,3,5,235,"At Risk"
1508.0,4,96,13977.25,4,4,5,445,Champions
3636.0,25,116,13971.650000000001,2,5,5,255,"At Risk"
506.0,34,99,13968.13,2,4,5,245,"At Risk"
3864.0,8,102,13967.810000000001,4,5,5,455,Champions
4645.0,3,102,13963.67,5,5,5,555,Champions
4117.0,3,95,13955.299999999997,5,3,5,535,Others
245.0,11,97,13948.57,4,4,5,445,Champions
1706.0,34,86,13947.819999999998,2,2,5,225,Lost
190.0,19,90,13945.259999999991,3,2,5,325,Others
1714.0,22,98,13924.74,2,4,5,245,"At Risk"
4942.0,5,103,13922.990000000005,4,5,5,455,Champions
2438.0,75,110,13922.390000000005,1,5,5,155,"At Risk"
4366.0,33,107,13921.31,2,5,5,255,"At Risk"
1481.0,9,119,13919.470000000005,4,5,5,455,Champions
2344.0,112,109,13916.57,1,5,5,155,"At Risk"
4945.0,28,108,13908.690000000002,2,5,5,255,"At Risk"
4336.0,35,102,13904.949999999999,2,5,5,255,"At Risk"
4994.0,1,103,13900.709999999997,5,5,5,555,Champions
3853.0,55,112,13899.860000000002,1,5,5,155,"At Risk"
1968.0,23,110,13894.970000000005,2,5,5,255,"At Risk"
1812.0,17,109,13891.839999999995,3,5,5,355,Loyal
3795.0,8,95,13889.46,4,3,5,435,Others
4630.0,6,101,13888.360000000004,4,4,5,445,Champions
681.0,1,106,13885.48,5,5,5,555,Champions
601.0,5,111,13883.110000000002,4,5,5,455,Champions
4675.0,7,94,13882.71,4,3,5,435,Others
2679.0,59,105,13879.67,1,5,5,155,"At Risk"
1679.0,11,102,13879.159999999993,3,5,5,355,Loyal
1842.0,3,97,13877.499999999998,5,4,5,545,Champions
1426.0,9,108,13876.69,4,5,5,455,Champions
3077.0,36,101,13875.999999999993,2,4,5,245,"At Risk"
3169.0,18,117,13863.879999999992,3,5,5,355,Loyal
2439.0,22,106,13861.880000000001,3,5,5,355,Loyal
2968.0,20,104,13860.019999999991,3,5,5,355,Loyal
4568.0,61,105,13859.709999999992,1,5,5,155,"At Risk"
3252.0,2,98,13854.38,5,4,5,545,Champions
4562.0,48,91,13850.07,1,2,5,125,Lost
757.0,48,88,13848.509999999995,1,2,5,125,Lost
483.0,22,102,13848.300000000001,3,5,5,355,Loyal
2250.0,9,98,13846.689999999995,4,4,5,445,Champions
4567.0,35,96,13846.419999999998,2,3,5,235,"At Risk"
2524.0,24,110,13842.479999999998,2,5,5,255,"At Risk"
1461.0,8,116,13839.049999999997,4,5,5,455,Champions
838.0,20,100,13834.419999999996,3,4,5,345,Loyal
3476.0,27,100,13829.519999999999,2,4,5,245,"At Risk"
1878.0,17,106,13827.029999999997,3,5,5,355,Loyal
2218.0,24,110,13825.949999999999,2,5,5,255,"At Risk"
3554.0,64,89,13820.389999999996,1,2,5,125,Lost
2925.0,34,103,13818.359999999997,2,5,5,255,"At Risk"
1902.0,20,97,13817.799999999997,3,4,5,345,Loyal
1316.0,19,97,13817.469999999998,3,4,5,345,Loyal
916.0,116,87,13813.209999999997,1,2,5,125,Lost
3879.0,20,100,13813.199999999999,3,4,5,345,Loyal
1591.0,3,101,13811.46,5,4,5,545,Champions
2288.0,5,91,13799.280000000002,4,3,5,435,Others
3883.0,21,107,13795.280000000002,3,5,5,355,Loyal
2386.0,19,113,13794.899999999998,3,5,5,355,Loyal
3890.0,6,101,13789.850000000004,4,4,5,445,Champions
386.0,25,101,13786.069999999996,2,4,5,245,"At Risk"
3698.0,0,103,13785.509999999997,5,5,5,555,Champions
4808.0,0,100,13779.969999999996,5,4,5,545,Champions
405.0,20,99,13772.84,3,4,5,345,Loyal
3717.0,6,100,13770.989999999998,4,4,5,445,Champions
1936.0,2,103,13764.15,5,5,5,555,Champions
1700.0,33,104,13763.230000000001,2,5,5,255,"At Risk"
1093.0,16,113,13754.01,3,5,5,355,Loyal
2318.0,83,93,13749.960000000006,1,3,5,135,"At Risk"
3979.0,10,94,13749.429999999997,4,3,5,435,Others
3393.0,77,111,13742.689999999999,1,5,5,155,"At Risk"
1583.0,8,92,13742.500000000002,4,3,5,435,Others
1177.0,6,94,13741.530000000004,4,3,5,435,Others
2254.0,20,102,13740.989999999996,3,5,5,355,Loyal
3668.0,0,105,13740.76,5,5,5,555,Champions
1701.0,20,93,13733.019999999997,3,3,5,335,Others
2899.0,24,100,13725.9,2,4,5,245,"At Risk"
3760.0,15,108,13725.529999999993,3,5,5,355,Loyal
4783.0,37,106,13721.830000000004,2,5,5,255,"At Risk"
890.0,37,103,13718.949999999999,2,5,5,255,"At Risk"
2302.0,14,106,13712.6,3,5,5,355,Loyal
4997.0,8,109,13704.689999999995,4,5,5,455,Champions
1537.0,13,89,13703.699999999999,3,2,5,325,Others
913.0,76,96,13701.740000000003,1,3,5,135,"At Risk"
3981.0,29,102,13694.059999999998,2,5,5,255,"At Risk"
3045.0,34,105,13693.960000000006,2,5,5,255,"At Risk"
4513.0,32,94,13691.589999999997,2,3,5,235,"At Risk"
2351.0,30,104,13691.239999999994,2,5,5,255,"At Risk"
3100.0,63,115,13687.449999999997,1,5,5,155,"At Risk"
3035.0,0,100,13685.790000000005,5,4,5,545,Champions
1616.0,7,109,13685.039999999997,4,5,5,455,Champions
333.0,17,103,13683.589999999997,3,5,5,355,Loyal
3640.0,20,111,13681.470000000003,3,5,5,355,Loyal
3524.0,2,110,13671.619999999997,5,5,5,555,Champions
4472.0,12,97,13670.390000000001,3,4,5,345,Loyal
4103.0,22,104,13669.080000000004,3,5,5,355,Loyal
4215.0,4,108,13669.050000000003,5,5,5,555,Champions
652.0,4,114,13667.75,5,5,5,555,Champions
4500.0,4,107,13666.460000000001,5,5,5,555,Champions
359.0,34,102,13666.389999999998,2,5,5,255,"At Risk"
2451.0,45,98,13663.06,1,4,5,145,"At Risk"
130.0,12,90,13662.969999999998,3,2,5,325,Others
738.0,7,92,13658.789999999999,4,3,5,435,Others
751.0,14,98,13657.749999999998,3,4,5,345,Loyal
2084.0,31,107,13651.510000000002,2,5,5,255,"At Risk"
809.0,20,104,13649.75,3,5,5,355,Loyal
4315.0,29,94,13645.469999999998,2,3,5,235,"At Risk"
2609.0,30,104,13644.210000000001,2,5,5,255,"At Risk"
4534.0,20,91,13632.77,3,3,5,335,Others
117.0,0,112,13631.679999999998,5,5,5,555,Champions
3194.0,8,115,13625.53,4,5,5,455,Champions
319.0,45,108,13622.550000000007,1,5,5,155,"At Risk"
3541.0,10,100,13616.77,4,4,5,445,Champions
227.0,15,111,13615.840000000002,3,5,5,355,Loyal
511.0,46,99,13611.87,1,4,5,145,"At Risk"
3016.0,38,112,13610.329999999996,2,5,5,255,"At Risk"
3010.0,25,116,13610.240000000005,2,5,5,255,"At Risk"
1835.0,27,117,13606.330000000004,2,5,5,255,"At Risk"
4657.0,15,98,13603.779999999993,3,4,5,345,Loyal
4022.0,28,94,13595.4,2,3,5,235,"At Risk"
2064.0,12,104,13591.099999999995,3,5,5,355,Loyal
3164.0,18,100,13589.619999999999,3,4,5,345,Loyal
2268.0,60,99,13586.510000000002,1,4,5,145,"At Risk"
4039.0,5,87,13578.35,4,2,5,425,Others
53.0,2,97,13578.319999999994,5,4,5,545,Champions
4784.0,9,90,13577.189999999991,4,2,5,425,Others
707.0,28,97,13576.849999999999,2,4,5,245,"At Risk"
1862.0,34,111,13572.849999999999,2,5,5,255,"At Risk"
4557.0,10,96,13570.229999999996,4,4,5,445,Champions
1865.0,5,122,13567.949999999995,4,5,5,455,Champions
4086.0,10,109,13563.660000000002,4,5,5,455,Champions
3.0,50,93,13562.009999999997,1,3,5,135,"At Risk"
1626.0,2,108,13559.929999999997,5,5,5,555,Champions
4112.0,20,104,13559.179999999993,3,5,5,355,Loyal
3187.0,6,109,13555.050000000001,4,5,5,455,Champions
3984.0,10,113,13546.240000000003,4,5,5,455,Champions
2114.0,8,97,13543.010000000004,4,4,5,445,Champions
856.0,27,97,13537.39,2,4,5,245,"At Risk"
3165.0,19,97,13536.299999999997,3,4,5,345,Loyal
4019.0,8,101,13535.060000000007,4,4,5,445,Champions
3336.0,4,103,13533.880000000003,5,5,5,555,Champions
260.0,8,91,13533.590000000002,4,3,5,435,Others
4321.0,23,101,13533.539999999997,2,4,5,245,"At Risk"
2349.0,68,99,13533.489999999998,1,4,5,145,"At Risk"
2068.0,11,109,13533.069999999996,4,5,5,455,Champions
4798.0,15,89,13532.780000000002,3,2,5,325,Others
470.0,90,102,13532.280000000004,1,5,5,155,"At Risk"
2613.0,26,107,13528.179999999997,2,5,5,255,"At Risk"
808.0,20,98,13525.820000000003,3,4,5,345,Loyal
4735.0,4,91,13517.969999999996,5,3,5,535,Others
3381.0,33,113,13517.440000000002,2,5,5,255,"At Risk"
4847.0,87,96,13517.400000000005,1,3,5,135,"At Risk"
4136.0,0,107,13515.490000000003,5,5,5,555,Champions
4361.0,9,105,13514.2,4,5,5,455,Champions
3956.0,11,96,13500.92,4,4,5,445,Champions
768.0,17,109,13500.719999999988,3,5,5,355,Loyal
3790.0,20,89,13497.73,3,2,5,325,Others
4586.0,23,90,13497.379999999996,2,2,5,225,Lost
4467.0,7,112,13494.400000000005,4,5,5,455,Champions
4952.0,23,116,13491.150000000001,2,5,5,255,"At Risk"
1941.0,32,104,13488.009999999995,2,5,5,255,"At Risk"
4685.0,24,102,13483.80999999999,2,5,5,255,"At Risk"
340.0,9,92,13480.609999999997,4,3,5,435,Others
3594.0,9,119,13478.350000000004,4,5,5,455,Champions
3817.0,46,104,13476.220000000001,1,5,5,155,"At Risk"
550.0,39,95,13475.319999999994,1,3,5,135,"At Risk"
784.0,47,101,13474.750000000002,1,4,5,145,"At Risk"
3566.0,3,104,13473.74,5,5,5,555,Champions
1964.0,11,102,13473.010000000004,4,5,5,455,Champions
2951.0,46,116,13470.830000000004,1,5,5,155,"At Risk"
1349.0,45,114,13464.639999999998,1,5,5,155,"At Risk"
